2024-11-30 03:32:51,519 [modloading-worker-0] WARN treasure2 | TreasureLootTableRegistry.java:171 | unable to locate file in jar -> data/treasure2/loot_tables/injects
2024-11-30 04:45:39,745 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.VikingChestBlockEntity@966e049 @ BlockPos{x=583, y=51, z=28}
2024-11-30 04:45:39,804 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! UNCOMMON chest at coords: 583 67 23
2024-11-30 04:47:22,306 [Server thread] WARN treasure2 | DeferredGeneratorBlockEntity.java:119 | unable to locate rarity config for rarity - >UNCOMMON
2024-11-30 04:47:22,316 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.61, yOffset=0.18, zOffset=0.27, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.73, yOffset=0.18, zOffset=0.61, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.27, yOffset=0.18, zOffset=0.39, rotation=-90.0], lockItem=null], LockState [slot=LockSlot [index=3, face=SOUTH, xOffset=0.39, yOffset=0.18, zOffset=0.73, rotation=0.0], lockItem=null]]
2024-11-30 04:47:22,316 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CompressorChestBlockEntity@15ecff36 @ BlockPos{x=439, y=15, z=235}
2024-11-30 04:47:22,384 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! MYTHICAL chest at coords: 439 86 231
2024-11-30 04:47:46,638 [Worker-Main-4] INFO treasure2 | WellGenerator.java:177 | CHEATER! Wishing Well at coords: 823 86 181
2024-11-30 04:47:59,684 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=EAST, xOffset=0.72, yOffset=0.18, zOffset=0.5, rotation=90.0], lockItem=null]]
2024-11-30 04:47:59,684 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.GoldSkullChestBlockEntity@9cc16f6 @ BlockPos{x=855, y=80, z=151}
2024-11-30 04:47:59,784 [Worker-Main-4] INFO treasure2 | SimpleSurfaceChestFeatureGenerator.java:87 | CHEATER! GOLD_SKULL chest at coords: 855 80 151
2024-11-30 05:03:05,648 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.6, zOffset=0.05, rotation=0.0], lockItem=null]]
2024-11-30 05:03:05,648 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CrateChestBlockEntity@6e42a8d3 @ BlockPos{x=599, y=38, z=-185}
2024-11-30 05:03:05,764 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! UNCOMMON chest at coords: 599 63 -185
2024-11-30 05:16:50,525 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.3, zOffset=0.05, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.95, yOffset=0.3, zOffset=0.5, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.05, yOffset=0.3, zOffset=0.5, rotation=-90.0], lockItem=null]]
2024-11-30 05:16:50,526 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.PirateChestBlockEntity@2ca16b95 @ BlockPos{x=-233, y=66, z=-185}
2024-11-30 05:16:50,577 [Worker-Main-4] INFO treasure2 | SimpleSurfaceChestFeatureGenerator.java:87 | CHEATER! SCARCE chest at coords: -233 66 -185
2024-11-30 05:19:53,163 [Server thread] WARN treasure2 | StructurePitGenerator.java:115 | unable to locate cavern ceiling.
2024-11-30 05:22:57,528 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.6, zOffset=0.05, rotation=0.0], lockItem=null]]
2024-11-30 05:22:57,528 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CrateChestBlockEntity@267f60f2 @ BlockPos{x=199, y=64, z=-393}
2024-11-30 05:22:57,592 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! UNCOMMON chest at coords: 199 80 -393
2024-11-30 06:18:37,358 [Server thread] WARN treasure2 | DeferredGeneratorBlockEntity.java:119 | unable to locate rarity config for rarity - >COMMON
2024-11-30 06:18:45,615 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=EAST, xOffset=0.72, yOffset=0.18, zOffset=0.5, rotation=90.0], lockItem=null]]
2024-11-30 06:18:45,615 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.GoldSkullChestBlockEntity@5e7b4c39 @ BlockPos{x=759, y=47, z=439}
2024-11-30 06:18:45,676 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! GOLD_SKULL chest at coords: 759 84 439
2024-11-30 06:19:51,867 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.3, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.7, rotation=0.0], lockItem=null]]
2024-11-30 06:19:51,867 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CauldronChestBlockEntity@28c14ed @ BlockPos{x=343, y=23, z=471}
2024-11-30 06:19:51,932 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! EPIC chest at coords: 343 75 471
2024-11-30 06:21:05,126 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.3, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.7, rotation=0.0], lockItem=null]]
2024-11-30 06:21:05,126 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CardboardBoxBlockEntity@37aeded2 @ BlockPos{x=391, y=66, z=679}
2024-11-30 06:21:05,170 [Worker-Main-4] INFO treasure2 | SimpleSurfaceChestFeatureGenerator.java:87 | CHEATER! COMMON chest at coords: 391 66 679
2024-11-30 06:21:06,856 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.3, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.7, rotation=0.0], lockItem=null]]
2024-11-30 06:21:06,856 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CardboardBoxBlockEntity@16e699cb @ BlockPos{x=599, y=57, z=647}
2024-11-30 06:21:06,919 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! COMMON chest at coords: 599 63 647
2024-11-30 06:23:25,738 [Worker-Main-1] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.412, zOffset=0.15, rotation=0.0], lockItem=null]]
2024-11-30 06:23:25,739 [Worker-Main-1] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.MilkCrateBlockEntity@263a0a8a @ BlockPos{x=807, y=73, z=647}
2024-11-30 06:23:25,772 [Worker-Main-1] INFO treasure2 | SimpleSurfaceChestFeatureGenerator.java:87 | CHEATER! COMMON chest at coords: 807 73 647
2024-11-30 06:24:37,266 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.3, zOffset=0.05, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.95, yOffset=0.3, zOffset=0.5, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.05, yOffset=0.3, zOffset=0.5, rotation=-90.0], lockItem=null]]
2024-11-30 06:24:37,267 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.PirateChestBlockEntity@34ecfcf2 @ BlockPos{x=967, y=59, z=407}
2024-11-30 06:24:37,355 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! SCARCE chest at coords: 967 79 407
2024-11-30 06:24:51,583 [Worker-Main-4] INFO treasure2 | WellGenerator.java:177 | CHEATER! Wishing Well at coords: 197 63 645
2024-11-30 06:27:32,941 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=EAST, xOffset=0.72, yOffset=0.18, zOffset=0.5, rotation=90.0], lockItem=null]]
2024-11-30 06:27:32,941 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.SkullChestBlockEntity@2ee54d24 @ BlockPos{x=1015, y=51, z=615}
2024-11-30 06:27:32,968 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! SKULL chest at coords: 1015 79 615
2024-11-30 06:27:45,350 [Worker-Main-1] INFO treasure2 | WellGenerator.java:177 | CHEATER! Wishing Well at coords: 903 73 789
2024-11-30 06:28:24,330 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.3, zOffset=0.05, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.95, yOffset=0.3, zOffset=0.5, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.05, yOffset=0.3, zOffset=0.5, rotation=-90.0], lockItem=null]]
2024-11-30 06:28:24,330 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.WoodChestBlockEntity@3ce91ea4 @ BlockPos{x=759, y=58, z=871}
2024-11-30 06:28:24,405 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! COMMON chest at coords: 759 65 871
2024-11-30 06:35:55,010 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.6, zOffset=0.05, rotation=0.0], lockItem=null]]
2024-11-30 06:35:55,010 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CrateChestBlockEntity@5cd869f7 @ BlockPos{x=135, y=41, z=471}
2024-11-30 06:35:55,065 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! UNCOMMON chest at coords: 135 62 471
2024-11-30 06:44:16,564 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.55, zOffset=0.17, rotation=0.0], lockItem=null]]
2024-11-30 06:44:16,564 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.VikingChestBlockEntity@6dc578c0 @ BlockPos{x=-73, y=49, z=471}
2024-11-30 06:44:16,606 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! UNCOMMON chest at coords: -73 63 471
2024-11-30 07:07:26,801 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.05, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.5, yOffset=0.4, zOffset=0.05, rotation=0.0], lockItem=null]]
2024-11-30 07:07:26,801 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.WitherChestBlockEntity@2b2d37a5 @ BlockPos{x=599, y=47, z=-393}
2024-11-30 07:07:26,801 [Server thread] INFO treasure2 | WitherFeatureGenerator.java:211 | CHEATER! WITHER chest at coords: 599 72 -393
2024-11-30 07:08:21,911 [Worker-Main-4] INFO treasure2 | WellGenerator.java:177 | CHEATER! Wishing Well at coords: 839 63 -569
2024-11-30 07:16:44,325 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.25, yOffset=0.6, zOffset=0.1125, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.25, yOffset=0.3, zOffset=0.1125, rotation=0.0], lockItem=null]]
2024-11-30 07:16:44,326 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.SafeBlockEntity@2b74035c @ BlockPos{x=1015, y=23, z=-409}
2024-11-30 07:16:44,376 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! RARE chest at coords: 1015 63 -409
2024-11-30 07:17:21,811 [Worker-Main-1] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.412, zOffset=0.15, rotation=0.0], lockItem=null]]
2024-11-30 07:17:21,811 [Worker-Main-1] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.MilkCrateBlockEntity@6c323fb8 @ BlockPos{x=1015, y=101, z=-617}
2024-11-30 07:17:21,857 [Worker-Main-1] INFO treasure2 | SimpleSurfaceChestFeatureGenerator.java:87 | CHEATER! COMMON chest at coords: 1015 101 -617
2024-11-30 07:20:57,380 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.3, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.7, rotation=0.0], lockItem=null]]
2024-11-30 07:20:57,381 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CauldronChestBlockEntity@6089b057 @ BlockPos{x=1223, y=24, z=-457}
2024-11-30 07:20:57,402 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! EPIC chest at coords: 1223 75 -457
2024-11-30 07:21:49,495 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=EAST, xOffset=0.72, yOffset=0.18, zOffset=0.5, rotation=90.0], lockItem=null]]
2024-11-30 07:21:49,495 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CrystalSkullChestBlockEntity@4b221cb7 @ BlockPos{x=1431, y=82, z=-601}
2024-11-30 07:21:49,520 [Worker-Main-4] INFO treasure2 | SimpleSurfaceChestFeatureGenerator.java:87 | CHEATER! CRYSTAL_SKULL chest at coords: 1431 82 -601
2024-11-30 07:21:52,794 [Worker-Main-1] INFO treasure2 | WellGenerator.java:177 | CHEATER! Wishing Well at coords: 1445 65 -443
2024-11-30 07:21:57,692 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.3, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.5, yOffset=0.95, zOffset=0.7, rotation=0.0], lockItem=null]]
2024-11-30 07:21:57,692 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.CauldronChestBlockEntity@354c0f47 @ BlockPos{x=1431, y=35, z=-393}
2024-11-30 07:21:57,828 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! CAULDRON chest at coords: 1431 77 -393
2024-11-30 07:22:55,312 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.3, zOffset=0.05, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.95, yOffset=0.3, zOffset=0.5, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.05, yOffset=0.3, zOffset=0.5, rotation=-90.0], lockItem=null]]
2024-11-30 07:22:55,313 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.WoodChestBlockEntity@6dc22034 @ BlockPos{x=1227, y=51, z=-249}
2024-11-30 07:22:55,348 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! COMMON chest at coords: 1223 64 -249
2024-11-30 07:23:19,787 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.3, zOffset=0.05, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.95, yOffset=0.3, zOffset=0.5, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.05, yOffset=0.3, zOffset=0.5, rotation=-90.0], lockItem=null]]
2024-11-30 07:23:19,794 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.PirateChestBlockEntity@371be78 @ BlockPos{x=1431, y=60, z=-179}
2024-11-30 07:23:19,869 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! SCARCE chest at coords: 1431 80 -185
2024-11-30 07:25:17,017 [Worker-Main-1] INFO treasure2 | WellGenerator.java:177 | CHEATER! Wishing Well at coords: 1509 76 165
2024-11-30 07:25:53,535 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.2, zOffset=0.2, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.825, yOffset=0.2, zOffset=0.5, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.175, yOffset=0.2, zOffset=0.5, rotation=-90.0], lockItem=null]]
2024-11-30 07:25:53,535 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.IronStrongboxBlockEntity@269d5e60 @ BlockPos{x=1319, y=40, z=231}
2024-11-30 07:25:53,646 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! SCARCE chest at coords: 1319 63 231
2024-11-30 07:33:36,275 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.25, yOffset=0.6, zOffset=0.1125, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=NORTH, xOffset=0.25, yOffset=0.3, zOffset=0.1125, rotation=0.0], lockItem=null]]
2024-11-30 07:33:36,276 [Worker-Main-4] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.SafeBlockEntity@7ec360dd @ BlockPos{x=1431, y=83, z=439}
2024-11-30 07:33:36,366 [Worker-Main-4] INFO treasure2 | SimpleSurfaceChestFeatureGenerator.java:87 | CHEATER! RARE chest at coords: 1431 83 439
2024-11-30 07:41:28,670 [Server thread] WARN treasure2 | DeferredGeneratorBlockEntity.java:119 | unable to locate rarity config for rarity - >COMMON
2024-11-30 07:42:07,441 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=EAST, xOffset=0.72, yOffset=0.18, zOffset=0.5, rotation=90.0], lockItem=null]]
2024-11-30 07:42:07,441 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.SkullChestBlockEntity@43005b54 @ BlockPos{x=1105, y=44, z=199}
2024-11-30 07:42:07,475 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! SKULL chest at coords: 1111 63 199
2024-11-30 07:43:00,630 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=NORTH, xOffset=0.5, yOffset=0.3, zOffset=0.05, rotation=0.0], lockItem=null], LockState [slot=LockSlot [index=1, face=EAST, xOffset=0.95, yOffset=0.3, zOffset=0.5, rotation=90.0], lockItem=null], LockState [slot=LockSlot [index=2, face=WEST, xOffset=0.05, yOffset=0.3, zOffset=0.5, rotation=-90.0], lockItem=null]]
2024-11-30 07:43:00,639 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.PirateChestBlockEntity@20ccedae @ BlockPos{x=1223, y=50, z=638}
2024-11-30 07:43:00,682 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! SCARCE chest at coords: 1223 81 647
2024-11-30 07:44:06,933 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:157 | AbstractTreasureChestBlock | newBlockEntity | lockStates -> [LockState [slot=LockSlot [index=0, face=EAST, xOffset=0.72, yOffset=0.18, zOffset=0.5, rotation=90.0], lockItem=null]]
2024-11-30 07:44:06,933 [Server thread] INFO treasure2 | AbstractTreasureChestBlock.java:158 | AbstractTreasureChestBlock | newBlockEntity | tileEntity -> mod.gottsch.forge.treasure2.core.block.entity.GoldSkullChestBlockEntity@417f9f14 @ BlockPos{x=1229, y=32, z=855}
2024-11-30 07:44:06,945 [Server thread] INFO treasure2 | PitChestFeatureGenerator.java:130 | CHEATER! GOLD_SKULL chest at coords: 1223 68 855
2024-11-30 20:17:09,574 [modloading-worker-0] WARN treasure2 | TreasureLootTableRegistry.java:171 | unable to locate file in jar -> data/treasure2/loot_tables/injects
2024-11-30 20:17:34,002 [main] INFO treasure2 | TreasureTags.java:126 | in tags updated event
2024-11-30 20:17:34,003 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:stone_key by rarity -> COMMON
2024-11-30 20:17:34,003 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:leaf_key by rarity -> UNCOMMON
2024-11-30 20:17:34,003 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:gold_key by rarity -> SCARCE
2024-11-30 20:17:34,003 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:diamond_key by rarity -> RARE
2024-11-30 20:17:34,003 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:thiefs_lock_pick by rarity -> UNCOMMON
2024-11-30 20:17:34,003 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:ember_key by rarity -> SCARCE
2024-11-30 20:17:34,004 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:wood_key by rarity -> COMMON
2024-11-30 20:17:34,004 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:metallurgists_key by rarity -> RARE
2024-11-30 20:17:34,004 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:skeleton_key by rarity -> RARE
2024-11-30 20:17:34,004 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:jewelled_key by rarity -> EPIC
2024-11-30 20:17:34,004 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:ruby_key by rarity -> EPIC
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:onyx_key by rarity -> SCARCE
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:emerald_key by rarity -> RARE
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:lightning_key by rarity -> SCARCE
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:topaz_key by rarity -> SCARCE
